"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","tag","TARGET_TAG"
"7087",7087,NA,7.4,0.35,-1.03,-12.8,0.421,50,231,1.0012,3.64,0.54,9.2,0,9,2,"test",NA
"7088",7088,6,9.1,0.15,0.9,12.8,0.586,-156,150,0.9922,3.42,0.69,7,0,7,4,"train","yes"
"7089",7089,0,15.1,-0.08,0.39,1.5,-0.265894591514777,41,234,0.99652,2.5700033828832,0.84,17.8,-1,10,3,"train","no"
"7090",7090,3,20.1,0.61,-1.07,2.5,0.081,17,87,0.99745,3.14,0.52,7.9,-1,8,3,"train","yes"
"7091",7091,4,8.3,0.97,-0.95,60.1,-0.087,20,383,0.9927,2.65,0.32,10.2,0,9,2,"train","yes"
"7092",7092,0,1.8,0.21,0.91,1.7,0.231,-0.320569724783404,212,0.9933,3.49,0.71,3.2,-1,7,2,"train","no"
"7093",7093,3,10.7,-0.46,-0.09,0.2,0.56,266,371,0.97453,2.31862131552686,-0.7,3.1,0,12,2,"train","yes"
"7094",7094,4,-13.2,0.24,-0.19,-49,0.037,41,95,1.06454,2.35,0.36,12.5,0,8,1,"train","yes"
"7095",7095,6,7.3,-1.24,0.36,2.1,0.034,30,177,0.99928,3.27940251621231,-1.48,16.1,0,8,3,"train","yes"
"7096",7096,5,12.9,1.46,0.07,95.4,-0.018,11,115.625244857998,0.95103,3.64,0.55,8.70432741562266,1,8,4,"train","yes"
"7097",7097,5,7.3,0.19,0.27,13.9,0.057,-158,155,0.99807,4.13,0.41,8.8,-1,8,1,"train","yes"
"7098",7098,6,11.3,0.24,1.12,-56.3,0.246,-73.6098188721574,-87,0.99155,2.32,0.66,11.7,1,7,4,"train","yes"
"7099",7099,0,4.4,0.3,0.71,13.5,0.039,88,165,0.96414,3.85,-1.04,13.3,0,8,2,"train","no"
"7100",7100,0,-1.9,0.645,0,5.5,0.4,-142,18,1.04728,4.1,0.99,13.7,0,8,1,"train","no"
"7101",7101,4,6.4,0.32,0.23,16.2,0.055,36,619,0.9986,3.22,0.68,9.1,1,7,1,"train","yes"
"7102",7102,5,6.6,0.17,0.1,1.1,-0.488,13,73,0.90979,3.17,0.261339823784754,12.8,1,7,2,"train","yes"
"7103",7103,3,7.2,0.31,0.63,13.3,0.056,-19,244,1.01126,1.21,2.38,5.8,0,8,3,"train","yes"
"7104",7104,4,13.6,0.44,0.2,11.5,0.226,44,-503,0.998,3.27,-0.47,9,1,8,1,"train","yes"
"7105",7105,NA,6.2,1.12,1.49,50,0.046,159.805310249926,136,1.0534,3.17,-0.87,9.09585885457658,0,7,2,"test",NA
"7106",7106,0,5.6,2.075,-0.66,-5.8,0.317,165,25,1.09079,3.56,0.89,15.4,0,6,1,"train","no"
"7107",7107,3,13.8,1.2,-1.02,13.3,0.1,53,128,0.96361,3.14,0.48,8.5,-1,7,1,"train","yes"
"7108",7108,NA,7.3,0.07,0.49,9.4,0.432,29,134,0.9939,2.99,1.19155325383894,11,-2,8,2,"test",NA
"7109",7109,4,7.6,0.28,0.41,-16.4828214120994,-0.483,-58,117,1.03941,3.08,-3.1,10,1,8,1,"train","yes"
"7110",7110,3,7.4,0.24,0.83,7.7,0.031,-66,-98,1.02207,3.5,0.37,10.5,0,7,1,"train","yes"
"7111",7111,0,16.7,-0.85,0.1,-25.8,0.084,164,504.206874657253,0.9994,3.34,0.72,10,-2,9,2,"train","no"
"7112",7112,5,8.4,0.91,1.55,107.4,0.055,56,131,0.994,3.22,0.190154884413766,6.6,1,7,2,"train","yes"
"7113",7113,4,8,0.78,0.32,7.6,0.339,61,204,0.99543,4.23,0.76,10.1,0,9,1,"train","yes"
"7114",7114,4,5.1,0.33,1.3,31,0.053,-69,464,0.9824,3.13,1.1,14.5,1,6,2,"train","yes"
"7115",7115,3,-4,0.26,0.3,7.9,-0.294,469,22,0.99136,2.96,1.52,12.9,-1,8,3,"train","yes"
"7116",7116,5,5.9,0.34,0.31,2,-0.254,-232,264,0.98892,3.4,-1.33,12.9,0,7,3,"train","yes"
"7117",7117,4,10.2,-2.35,0.28,-6.3,0.175,33,93,0.98297,3.31,0.43,13,0,7,4,"train","yes"
"7118",7118,0,-4.3,0.58,0.01,109.2,0.488,65,-48,0.99791,4.12,0.56,12.8,0,8,1,"train","no"
"7119",7119,7,5.6,0.41,0.24,1.9,0.034,-141,382,0.98815,3,-0.0394103555125364,13.5,2,6,3,"train","yes"
"7120",7120,2,8.2,0.365,1.66,-57.9,-0.223,-38,49.3720318124787,0.88949,3.14,0.630185205501711,10.9,0,7,1,"train","yes"
"7121",7121,NA,7.1,0.36,1.11,42.4,0.634,211,140,0.98901,3.11,0.63,11.7,-2,8,1,"test",NA
"7122",7122,NA,19.8,0.58,0.37,1,-0.027,10,-118,1.02568,3.08,-0.87,11.4,-1,8,1,"test",NA
"7123",7123,4,2.3,0.21,0.34,16.05,0.04,-487,114,0.98703,3.11,0.38,12.2,1,7,4,"train","yes"
"7124",7124,4,16.4,0.42,0.33,2.8,-0.392,-48,-50,0.99,2.45,1.96,16.2,0,7,2,"train","yes"
"7125",7125,NA,6.3,0.21,-0.03,65.5,0.051,46,465,0.9928,3.23,0.83,13,0,7,1,"test",NA
"7126",7126,0,19.7,0.6,0.25,-2.1,-0.399,9,38,1.03295,3.94,1.36888708203279,8.3,0,9,4,"train","no"
"7127",7127,0,13.5,0.7,-0.29,2.5,1.351,-3,15,0.99365,2.1,0.6,10.7,0,10,1,"train","no"
"7128",7128,4,15.4,0.17,1.19,3.3,-0.954,391,-233,0.98221,2.36,0.51,15,0,8,1,"train","yes"
"7129",7129,5,6.8,-0.27,0.59,-5.72578209022665,0.563,38,132,0.98559,3.11,1.39,2.5,1,8,3,"train","yes"
"7130",7130,5,-3.3,1.65,-0.64,-8.86198646422163,-0.208,57,-162,0.99566,3.17,0.44,15.4,1,7,3,"train","yes"
"7131",7131,4,6.4,1.29,0.57,-26.2718142341357,0.092,40,158,0.9928,3.21,-0.03,9.8,0,7,2,"train","yes"
"7132",7132,NA,15.4,0.28,-1.6,63.1,0.042,-86,195,0.99118,3.22,-0.14,5.6,1,7,1,"test",NA
"7133",7133,3,6.8,-0.7,-0.04,48.4,0.733,34,124,1.0021,3.18,0.35,12.1,-1,8,3,"train","yes"
"7134",7134,NA,15.2,1.61,-0.8,50.9,0.042,20,-200,0.99962,3.71,1.98,12,0,8,2,"test",NA
"7135",7135,2,6.5,0.58,-0.22,-6.2368949428342,0.495,25,333.254271761899,0.99216,3.29,-0.22,4.6,-1,7,1,"train","yes"
"7136",7136,4,10.4,0.38,0.24,2.9,0.423,170,101,1.00933,2.6,0.663321415757206,12.5,0,7,1,"train","yes"
"7137",7137,4,7.9,0.23,0.49,0.9,-0.066,15,73,0.9928,3.07,0.92,13,0,9,1,"train","yes"
"7138",7138,0,6.5,0.22,-1.26,12.2,0.1,-90,-211,0.99356,3.17,0.42,11.3,1,7,2,"train","no"
"7139",7139,6,16.1,0.37,1.48,47.2,0.024,61,-230,0.9893,3.47,2.32,12.6,1,7,3,"train","yes"
"7140",7140,4,8.3,3.55,0.25,6.1,-0.336,7,120,0.99616,4.03,-0.514863473506116,9.8,1,9,3,"train","yes"
"7141",7141,4,6.4,0.18,0.14,-86.2,0.508,-77,-37,0.9978,3.58,0.68,13.2,1,7,3,"train","yes"
"7142",7142,4,-4.4,0.53,0.24,61.8,-0.21295516139661,25,143,0.9914,3.31,1.1,16,0,7,3,"train","yes"
"7143",7143,5,-4.7,1.63,0.76,-9.6,0.141,-204,-577,1.01144,3.93,1.82,13.5,0,6,2,"train","yes"
"7144",7144,0,-2.8,0.31,0.29,15,0.05,-82,143,0.99332,4.3,0.5,9.1666666667,2,6,1,"train","no"
"7145",7145,5,3.6,1.28,0.73,-48.9,0.04,39,215.006901488778,0.98886,3.25944728222283,0.7,13.1,-1,7,4,"train","yes"
"7146",7146,6,6,-1.01,1.88,1.1,0.033,38,50,0.98954,3.49,1.46,11.5,2,6,2,"train","yes"
"7147",7147,4,5.4,0.59,0.07,7,0.045,251,147,0.9944,2.53,0.57,9.7,0,6,3,"train","yes"
"7148",7148,3,8.5,-0.67,0.72,1.1,-0.17,146.900756095432,-221,1.02312,3.09,-0.53,9.5,1,8,1,"train","yes"
"7149",7149,3,8.6,-0.17,0.85,-20.9,0.045,349,109,0.99249,2.26,0.39,15.5,0,9,1,"train","yes"
"7150",7150,5,1.9,-0.6,0.96,13.2,-0.354,215,47,0.9934,3.47,3.44,8.24281225256304,1,9,3,"train","yes"
"7151",7151,NA,11.7,0.35,0.74,-56.4,0.044,-99,-36,1.06099,3.13,0.762110182620932,14.4,0,8,1,"test",NA
"7152",7152,NA,21.5,0.18,0.31,50.7,0.058,38,519,0.9931,3.52,0.53,10,-1,8,3,"test",NA
"7153",7153,3,9.5,3.14,0.93,47,0.052,28,95,0.9955,3.14,0.41,9.6,0,8,3,"train","yes"
"7154",7154,4,14.1,0.28,0.36,-57.4,0.109295615433023,58,635,0.99556,4.43,-0.41,10.1,0,7,3,"train","yes"
"7155",7155,3,-4.2,0.29,1.01,-37.7,0.045,45,-40,1.01821,2.26,0.37,6.6,0,6,3,"train","yes"
"7156",7156,3,7.7,0.39,-1.08,7.7,0.036,11,396,1.03982,3.33,0.76,11.2,-1,9,1,"train","yes"
"7157",7157,NA,5.5,0.375,0.38,-50.7,0.036,-150,98,0.99142,3.29,0.59,14.1,0,6,1,"test",NA
"7158",7158,4,3.9,0.2,0.5,18.1,0.054,50,642,0.99941,3.85,1.77,14.3,0,7,3,"train","yes"
"7159",7159,NA,14.3,0.55,-1.45,1.8,0.522,161,309,0.96689,3.49,0.68,10.5,0,8,2,"test",NA
"7160",7160,0,24.8,-0.76,0.02,-24.7,0.072,-42.5427896526512,459,0.99566,2.35,1.73187298173498,7.3666666667,0,8,1,"train","no"
"7161",7161,0,6.4,0.55,1.12,12.6,-0.745,37,611,0.96933,2.28,0.56,9.3,2,9,1,"train","no"
"7162",7162,6,1,1.3,-1.04,-23,-0.168,-199,122,0.90256,3.47,-0.68,10.5,0,7,2,"train","yes"
"7163",7163,4,6.3,0.53,0.23,14.2,0.037,260,176,1.00808,2.52,0.99,4,0,7,2,"train","yes"
"7164",7164,0,-1.1,0.19,0.38,-11.8,0.06,19,-39,1.00036,3.39,-0.54,11.8,-1,9,1,"train","no"
"7165",7165,5,6.7,0.21,0.22,1.5,0.406,209.382349341564,123,0.98949,3.92,0.36,12.6,0,7,3,"train","yes"
"7166",7166,NA,8.3,0.43,-1.08,64.5,0.557,-72,-122,1.02813,3.11,1.68,6.6,1,8,2,"test",NA
"7167",7167,NA,6.8,0.22,0.49,-40.7,0.052,-75,128,0.91587,3.93,1.01,16.1,0,8,2,"test",NA
"7168",7168,1,-3.2,1.89,1.76,-53.6,0.054,138.68869674337,110,0.99893,1.98,0.52,9.1,-1,7,1,"train","yes"
"7169",7169,5,6.45,0.14,0.42,1.2,-0.371,-152,144,1.0072,3.27,1.57,11.1,0,7,4,"train","yes"
"7170",7170,6,7.9,-1.13,0.29,36.8,-0.323,33,-266,0.99641,2.39,0.32,11.8,1,8,3,"train","yes"
"7171",7171,5,7.9,0.17,0.32,-48.9,0.053,47,150,0.9948,3.29,0.76,6.1,1,8,3,"train","yes"
"7172",7172,4,2.9,0.86,0.31,-60.5,-0.541,34,121,0.94737,3.06,0.46,17.3,0,7,1,"train","yes"
"7173",7173,0,6.5,0.46,-0.9,-33.5,0.114,9,37,0.94874,3.66,1.16,14.9,0,7,3,"train","no"
"7174",7174,3,17,0.61,-0.39,73.9,0.042,62,-128,1.0184,3.15,-0.24,7.4811385316897,0,7,2,"train","yes"
"7175",7175,2,6.4,-0.55,1.37,-8.5,0.038,59,234,0.9955,3.28,0.42,8.8,-1,7,1,"train","yes"
"7176",7176,1,6.7,1.48,0.31,9.9,0.615,10,-195,0.97029,3.93,0.96,11.4,-2,7,1,"train","yes"
"7177",7177,NA,6.7,-0.63,0.37,-18.8,0.036,45,245,0.98964,3.19,0.51,10.1,0,7,1,"test",NA
"7178",7178,6,7.4,0.05,-0.86,15.5,-0.357,234,-256,0.9984,2.9,-0.94,11.5853415332788,1,8,2,"train","yes"
"7179",7179,NA,-4.4,-0.86,0.19,28.9,0.408,-115,516,0.9924,3.14,0.07,10.4,-1,7,3,"test",NA
"7180",7180,4,-4,0.25,-0.86,23.5533160929601,0.305,50,162,1.03557,2.52,-0.61,9.5,1,6,2,"train","yes"
"7181",7181,NA,7.1,0.11,0.07,1.6,-0.139,-220,-19,0.96954,3.43,0.59,10.2,2,8,3,"test",NA
"7182",7182,6,8.4,-0.6,0.36,2,-0.304,168,-353,0.99386,2.81,-1.87,12.5,1,9,3,"train","yes"
"7183",7183,NA,7.6,1.09,0.9,31.4,0.207,49,146,0.9911,2.19,1.97,11.6,2,8,2,"test",NA
"7184",7184,4,-2.3,1.71,-0.56,49.1,0.046,29,334,1.03527,3.26,0.5,10.8,0,8,3,"train","yes"
"7185",7185,3,7.5,-0.72,-0.64,1.6,0.079,264,58,0.95521,3.34,0.58,-1.6,0,8,2,"train","yes"
"7186",7186,NA,14.7,0.34,0.66,-9.4,-0.524,242,164,0.98327,2.55,-1.2,3.6,0,7,2,"test",NA
"7187",7187,4,24.8,0.915,1.64,1.9,-0.948,-111,-324,0.97042,3.3,0.59,6.1,0,9,3,"train","yes"
"7188",7188,2,7.2,0.4,0.78,47.7,0.041,70,401,1.02833,4.12,0.66,22.3,0,8,2,"train","yes"
"7189",7189,0,11.6,-0.235,0.4,1.4,0.091,-170,28,0.99704,3.07,1.02455165472919,6.1333333333,-1,12,1,"train","no"
"7190",7190,4,8.4,0.51,0.31,2.8,-0.466,89,89,0.95837,2.96,0.45,9.5,0,9,1,"train","yes"
"7191",7191,3,4.3,0.26,0.28,6.3,0.263,-152,143,0.99437,3.85,0.5,10,-1,9,1,"train","yes"
"7192",7192,3,19.9,0.18,-0.66,42.3,-0.564,115,-299,1.01508,3.91,0.44,5.49790647630101,-1,9,1,"train","yes"
"7193",7193,NA,6.6,0.3,1.76,3,0.551,-233,762,0.98517,3.1,0.63,21.7,1,7,3,"test",NA
"7194",7194,0,24.2,0.32,0.43,7.5,-0.107,-154,223,0.9959,3.14,0.41,8.9,1,7,1,"train","no"
"7195",7195,3,7.3,0.43,-0.24,-24.4,-0.166,17,126,0.991,2.74,0.77,11,-1,8,2,"train","yes"
"7196",7196,4,29.8,0.29,0.23,14.2,0.024,24,99,0.99551,3.08,0.38,10.6,0,7,3,"train","yes"
"7197",7197,0,8.7,0.41,3.46,6.2,0.004,170.134975360869,42,0.97697,2.89,0.77,13.6,-1,10,2,"train","no"
"7198",7198,0,7.2,0.17,0.28,-47.25,0.05,-158,154,1.04375,2.94,-0.92,14.3,0,8,2,"train","no"
"7199",7199,4,5.2,0.67,1.5,15.4,0.301,30,198,0.9986,3.2,0.69,9.4,1,8,2,"train","yes"
"7200",7200,3,6,-0.61,1.4,31.4,0.063,279,109,1.02524,3.69,0.71,10,0,7,1,"train","yes"
"7201",7201,4,6,0.24,1.71,2.4,1.088,-210,472,0.9946,3.93,0.580752022412783,10.4,1,7,1,"train","yes"
"7202",7202,4,15.9,1.16,0.12,-62.3,0.097,100,195,0.95274,3.28,0.75,9.4,1,8,1,"train","yes"
"7203",7203,0,6,1.15,0.96,-53.2,0.064,253,456,0.995,2.78,2.32,6.6,0,7,2,"train","no"
"7204",7204,3,11.4,0.26,-0.63,1.1,0.591,-48.6229612243331,537,1.01382,2.63,0.52,11,0,7,2,"train","yes"
"7205",7205,NA,6.1,0.125,0.25,3.3,-0.512,10,-146,1.03599,3.98,1.13053132676854,9.2,-1,6,2,"test",NA
"7206",7206,0,7.3,0.17,0.36,-54.3,0.028,103,478,0.99272,3.14,0.41,15.3,0,8,3,"train","no"
"7207",7207,NA,5.9,0.25,1.73,12.4,0.224,-127,162,0.99159,2.06855623256981,1.56,4.9,0,6,1,"test",NA
"7208",7208,3,5.9,0.21,0.23,7.9,0.43,-51,-632,0.9944,4.21,0.93,10.9,-1,6,1,"train","yes"
"7209",7209,NA,13.5,0.33,2.01,-15.7,0.056,6,-752,0.99396,3.58,0.71,6,0,9,3,"test",NA
"7210",7210,5,7.9,-0.99,0.45,63.3,0.038,53,141,1.02779,4.2,0.1,7.2,1,9,4,"train","yes"
"7211",7211,4,-4,-0.31,0.35,1.4,-0.385,175,155,0.9912,3.16,0.07,10.6,-1,8,2,"train","yes"
"7212",7212,6,6.7,0.35,-0.23,-45.9167107716808,-0.022,226,162,0.9936,3.06,0.34,11.9,1,9,3,"train","yes"
"7213",7213,5,-0.4,-0.53,-0.09,-48.6,0.027,36,485.546795251994,0.9898,4.43,0.36,10.2,0,7,3,"train","yes"
"7214",7214,0,-0.6,0.66,-1.9,2.5,0.085,-45,53,0.97722,3.87,0.72,4.5,1,12,2,"train","no"
"7215",7215,0,6.8,0.25,0.67,46.8,0.273,29,-552,0.99035,3.19,-1.2,12.2,2,7,3,"train","no"
"7216",7216,NA,1.5,1.12,0.24,1.5,0.05,56,189,0.99308,3.24,-0.319330549450159,0,1,7,2,"test",NA
"7217",7217,0,6.2,0.16,1.84,18.2,-0.413,-191,325,0.99739,3.23,-0.242158579306289,11.2,1,7,3,"train","no"
"7218",7218,0,10.1,1.65,0.5,2.3,-0.046,195,-226,0.98884,2.3,0.57,15.2,0,11,1,"train","no"
"7219",7219,3,9.6,-0.365,0.28,-38.05,0.088,73,14,0.96762,4.10041417624808,-0.36,19.7,0,10,1,"train","yes"
"7220",7220,0,7.9,0.255,0.26,10.9,0.026,40,445,0.9932,3.04,0.39,9.63617692683102,1,8,1,"train","no"
"7221",7221,4,-0.4,0.3,0.35,-32,-0.31,-111,-81,0.9912,3.09,1.42,9.50191555776549,0,7,3,"train","yes"
"7222",7222,3,-3.5,1.91,0.22,12.7,0.058,33,206,0.95167,3.32,0.38,15.8,-1,6,1,"train","yes"
"7223",7223,6,18.6,0.58,0.85,5.3,0.422,59.5595309169276,570.688594526512,0.99136,3.19,0.42,8.5333333333,2,8,4,"train","yes"
"7224",7224,5,7.5,0.31,0.24,34.7,0.031,28,141,0.99397,3.16,-2.55,8.1,0,8,1,"train","yes"
"7225",7225,4,7.1,0.34,0.15,1.2,0.053,61,-674,0.9936,1.99,0.43,9.4,1,8,1,"train","yes"
"7226",7226,4,6.1,-0.38,0.93,4.7,0.035,110,10,0.991,2.36,0.89,9.6,0,7,2,"train","yes"
"7227",7227,4,6,0.19,0.3,2,0.053,48,192,0.994,3.18,0.49,9.6,0,8,1,"train","yes"
"7228",7228,4,13.5,0.3,0.42,14.3,0.045,-367,439,0.9991,3.58,0.63,-3.3,1,8,3,"train","yes"
"7229",7229,3,3.9,1.88,0.22,68.8,-0.104,47,229,0.99576,3.22,0.45,9.4,0,7,3,"train","yes"
"7230",7230,5,5.3,0.16,-1.69,1.5,0.032,-130,100,0.99076,3.6,0.66,12,1,6,3,"train","yes"
"7231",7231,0,9.5,0.27,0.41,47.95,-0.201,141,-180,0.9908,3.54,0.56,15.3,0,9,3,"train","no"
"7232",7232,NA,22.4,1.33,0.5,-9.3,0.206957966680715,10,21,1,3.12,1.18,4.9,0,13,1,"test",NA
"7233",7233,5,8.8,0.44,0.27,27,0.055,138,-226,0.99534,2.95,0.4,4.1,1,7,3,"train","yes"
"7234",7234,2,6.5,-0.88,0.14,17.3,0.035,87,113,1.0437,3.07,2.07,10.2,0,7,4,"train","yes"
"7235",7235,NA,5.3,-0.74,0.12,6.6,0.043,-20,504,0.96466,2.5,0.241759490603523,10.4,-1,6,2,"test",NA
"7236",7236,3,5.6,-1.14,0.31,-88.7,0.038,35.4865922646941,805,0.97839,4.57,-1.11,10.5,-1,6,1,"train","yes"
"7237",7237,4,-7,0.33,0.7,31.2,-0.289,102.177804376644,131,0.9889,3.19,1.69,13,0,7,1,"train","yes"
"7238",7238,NA,17,0.36,0.26,40.9,0.03,43.5,39,0.9948,3.03,0.49,12,0,9,1,"test",NA
"7239",7239,3,6.7,0.31,-0.16,31.9,0.054,-26,160,0.9952,1.95,0.44,11.6,0,7,3,"train","yes"
"7240",7240,NA,7.2,0.61,-2.8,7.2,0.06,239,485,0.97272,4.21,1.62,4.9,-1,8,1,"test",NA
"7241",7241,3,5.3,0.2,0.36,64.2,0.044,316,-180,0.997,3.1,0.46,10,-1,9,2,"train","yes"
"7242",7242,3,7.4,-0.11,0.09,1.5,0.045,19,379,0.96362,3.73,1.19946371006746,9.8,0,8,2,"train","yes"
"7243",7243,NA,12.7,2.86,0.14,-36.9,0.88,-189,128,0.99475,3.98,0.51,9.4,-1,7,3,"test",NA
"7244",7244,0,7.6,0.22,0.18,12,-0.029,139,143,0.98118,3.86,0.3,9.2,0,8,1,"train","no"
"7245",7245,4,-0.6,0.2,0.36,-39.3,-0.291,45,124,0.99332,1.79,-1.8,4.91957856209034,-1,8,1,"train","yes"
"7246",7246,2,14,1.61,3.5,2.8,-0.006,-35,178,1.03762,3.14,-1.17,13.2546844402607,-1,14,1,"train","yes"
"7247",7247,2,10.5,0.49,-1.09,13.8,-0.148,51,85,0.99706,3.83,0.19,13.784595687183,-1,8,1,"train","yes"
"7248",7248,4,7.8,0.32,1.84,2.7,0.209,53,109.526165808335,0.99732,3.33,0.78,8.4,-1,9,4,"train","yes"
"7249",7249,2,6.6,-0.94,-0.82,67.8,0.176,-142,-5,0.96135,3.28,-0.71,6.5,-1,7,1,"train","yes"
"7250",7250,4,10.4,-0.45,1.58,1.9,-0.379,17,60,0.94891,3.16,-0.58,8.8,0,12,2,"train","yes"
"7251",7251,2,7.9,0.06,0.37,22.5,0.299,16,3.82756054019659,0.992,5.12,-0.34,15.8,-1,8,1,"train","yes"
"7252",7252,NA,4.5,-0.31,-0.17,-27.2,0.108,30,548,0.99738,2.96,0.57,9.4,-1,8,1,"test",NA
"7253",7253,4,8.2,-1.7,1.21,-109.6,0.05,17,101,0.994,3.79171019794841,0.4,13.8,1,9,1,"train","yes"
"7254",7254,4,2.9,0.25,1.23,11.6,0.048,-187,210,0.98704,2.54,1.49,17.7,1,7,2,"train","yes"
"7255",7255,0,8.2,0.18,0.28,-53.4,0.561,11,140,1.02779,2.81229013182581,0.26,10.1,0,9,1,"train","no"
"7256",7256,0,1.9,0.28,0.36,-90.0876777858744,-0.65556909354257,-109,186,0.99644,2.08,0.45,5.5,0,7,1,"train","no"
"7257",7257,3,7.2,0.25,-1.27,70.55,0.038,-62,155,0.9999,3.1,-0.98,9,-1,8,3,"train","yes"
"7258",7258,3,2.3,0.16,1.72,1.4,0.683,101,110,0.9932,3.23,0.37,8.9,-1,7,1,"train","yes"
"7259",7259,5,6.2,0.3,0.2,6.6,0.302,42,55.2268602047033,0.9944,3.36,0,10.4,1,7,2,"train","yes"
"7260",7260,2,3.5,0.66,0.22,5.1,-0.304,46,416,0.9938,3.08,-0.92,10.5,0,8,1,"train","yes"
"7261",7261,0,0.1,0.71,0.28,23.9,0.353,24,125,0.9917,3.02,2.11,10.5,0,7,3,"train","no"
"7262",7262,4,6.9,0.32,0.02,2.3,0.03,49,103,0.99106,3.06,-1.04,11.1,0,7,1,"train","yes"
"7263",7263,0,4.8,-0.13,0.18,1.9,0.079,18,86,0.97738,4.21,0.56,5.6,-1,8,1,"train","no"
"7264",7264,5,19.1,0.2,0.29,3.1,0.041,37,144,0.98944,3.22,0.6985347091381,18.9,0,7,2,"train","yes"
"7265",7265,5,4.4,1.02,0.06,10.8,0.29,-12,187,1.01547,1.34,0.14,8.8,1,7,1,"train","yes"
"7266",7266,3,7.8,0.24,-1.36,15.2,0.058,14,7.7750520134918,0.994,2.67,0.55,14.0678331821949,0,8,1,"train","yes"
"7267",7267,5,6,0.28,-0.39,1.3,0.036,197,134,0.99408,3.19,1.62,0.6,0,7,2,"train","yes"
"7268",7268,1,-4.5,-1.84,2.06,5.1,-0.141,-17,-314,0.991,4.24,0.41,12.6,-1,8,1,"train","yes"
"7269",7269,NA,6.6,0.38,1.54,2.6,0.041,24,81,0.99153,3.18,0.5,10.9,-1,7,1,"test",NA
"7270",7270,5,11.6,1.11,0.27,49.3,0.034,-8,486,0.96311,3.62,-1.22,13.1,0,8,2,"train","yes"
"7271",7271,3,11.5,0.32,0.5,14.4,-0.551,214,144,0.99666,1.84,0.41,15.4,-1,6,2,"train","yes"
"7272",7272,4,0,-0.53,0.26,-40.1,0.051,-81,93,0.9972,4.34,0.38,8.85266177406944,1,6,2,"train","yes"
"7273",7273,4,6,0.645,0.26,48.9,0.053,-32.5672640158301,399,1.02168,3.24,-0.97,10.8,1,7,2,"train","yes"
"7274",7274,6,11.7,0.31,0.31,30.2,0.631,45,140,1.01946,2.64,-0.11,7.7,1,8,3,"train","yes"
"7275",7275,NA,16.6,0.02,-0.67,-104,-0.358,10,102,0.94675,3,-0.503987810268094,11.6,0,8,2,"test",NA
"7276",7276,2,-15.5,0.43,0.28,10,0.405,116,210,0.96302,3.02,-1.11,16.2,-1,9,2,"train","yes"
"7277",7277,0,13.5,0.61,0.32,-16.7,0.391,35,-64.5474739564496,0.9966,3.03,1.57,5.4,2,9,3,"train","no"
"7278",7278,5,8.1,2.93,1.54,38.3,0.05,30,-118,0.96166,4.45,1.2,10.8,1,9,2,"train","yes"
"7279",7279,3,8.2,-0.82,-0.29,-53.5,-0.179,30,93,0.9917,3.09,0.39,4.9,0,9,1,"train","yes"
"7280",7280,6,-14.4,0.21,0.2,30,0.220318904480234,-18,652,0.9923,3.11,0.39,11.7661709407498,2,8,4,"train","yes"
"7281",7281,NA,8.3,0.43,-0.05,77.8,0.792,99.5239461511157,-95,0.99788,4.56,1.28072624526756,5.07421302030313,0,9,1,"test",NA
"7282",7282,0,15.3,1.2,0.41,10.8,0.048,54,89,0.9519,5.11,-0.3,10.966666667,1,7,4,"train","no"
"7283",7283,NA,6.2,0.47,1.2,8.3,0.029,288,142,0.90578,3.22,0.14,-0.6,-2,7,1,"test",NA
"7284",7284,0,-0.2,0.52,0.46,2.1,0.095,20,-236,0.95512,3.26,0.56,15.434139652058,0,10,3,"train","no"
"7285",7285,3,-8.6,0.21,-1.41,72.5,0.048,45,186,0.9962,3.48,0.12,9,0,7,2,"train","yes"
"7286",7286,3,7.1,0.67,0.24,46.9,0.05,-41,204,0.998,3.38,-1.25,8.8,0,8,2,"train","yes"
"7287",7287,NA,4.7,0.15,0.28,-27.1,0.029,284,107,1.0408,3.24,0.46,10.4,2,7,3,"test",NA
"7288",7288,3,2.9,-0.64,0.12,12.7,-0.45,23,194,1.02098,3.37,-0.26,9,0,8,2,"train","yes"
"7289",7289,NA,-3.2,0.19,1.55,1.2,0.068,11,405,0.9918,2.83,-0.02,11,2,9,3,"test",NA
"7290",7290,5,5.6,1.08,2.46,46.2,-0.48,307,-133,0.9922,4.03,0.5,15.6,0,6,2,"train","yes"
"7291",7291,NA,3.9,0.54,-0.84,-14.9,0.32,96,-152,1.00313,3.6,0.674543497076304,10.6,0,7,3,"test",NA
"7292",7292,5,7.6,0.23,-1.5,-12.7,0.076,60,45,0.99612,3.31,0.62,6.2,1,8,2,"train","yes"
"7293",7293,6,-4.6,0.17,0.17,-37.7,0.049,-223,397,1.00806,3,0.38,11.9,2,7,3,"train","yes"
"7294",7294,NA,13.8,-0.44,-1.44,11.6,0.044,61,-182.630346218005,0.99655,3.14,1.58,18.6,2,7,4,"test",NA
"7295",7295,4,9.8,-1.07,1.1,1.45,0.039,149.5,223,0.9944,2.18,0.46,11.2,0,10,2,"train","yes"
